"Date","x","y","Hours"
"13/3/2020",34.857300000000066,32.09077000000008,1.
"13/3/2020",34.857300000000066,32.09077000000008,1.
"13/3/2020",34.76270740000007,32.03603090000007,23.983333333333334
"13/3/2020",35.49917530000005,32.958460900000034,2.
"13/3/2020",35.49421200000006,32.97198100000003,23.983333333333334
"13/3/2020",35.06890348200005,32.842670275000046,23.933333333333334
"13/3/2020",35.14993400000003,31.653589000000068,23.933333333333334
"13/3/2020",34.77236320000003,31.989177700000027,1.4166666666666667
"13/3/2020",34.77194626200003,32.06304228600004,2.5
"13/3/2020",34.82218024900004,32.081293678000065,1.25
"13/3/2020",34.84204086700004,32.089237996000065,1.
"13/3/2020",34.85699000000005,32.08938000000006,0.5
"13/3/2020",34.85699000000005,32.08938000000006,0.5
"13/3/2020",34.77314240000004,32.06284130000006,2.
"13/3/2020",34.89205000000004,32.03719000000007,2.
"13/3/2020",34.736028100000055,31.866469400000028,10.
"13/3/2020",35.24825400000003,31.879040000000032,1.0166666666666666
"13/3/2020",35.09902269400004,31.802639445000068,1.1666666666666667
"13/3/2020",34.81537080000004,31.898843500000055,1.
"13/3/2020",34.648934000000054,31.326321000000064,0.75
"13/3/2020",34.95075000000003,32.04953000000006,0.5833333333333334
"13/3/2020",34.90198740000005,32.08007520000007,0.5
"13/3/2020",35.26490988100005,32.69357615900003,0.5
"13/3/2020",34.99476240000007,31.90359490000003,1.
"13/3/2020",35.09902269400004,31.802639445000068,6.
"13/3/2020",34.84004153600006,32.08432381100005,0.5
"13/3/2020",35.189116600000034,31.762294000000058,1.
"13/3/2020",34.99462787600004,31.90358147300003,1.
"13/3/2020",35.07085846100006,32.83807361500004,1.
"13/3/2020",35.224230900000066,31.785502500000064,3.5
"13/3/2020",35.125256000000036,31.65487100000007,0.5
"13/3/2020",35.24825400000003,31.879040000000032,0.25
"13/3/2020",34.83791740000004,32.09726690000008,0.5
"13/3/2020",34.84142000000003,32.09722140000002,0.5
"13/3/2020",34.83241071400005,32.08646533900003,0.3333333333333333
"13/3/2020",34.853813726000055,32.193671564000056,1.
"13/3/2020",34.834628563000024,32.09119567300007,2.
"13/3/2020",34.56666800000005,31.681838000000027,3.
"13/3/2020",34.82792111300006,32.08580757900006,1.
"13/3/2020",35.160276700000054,31.666156700000045,0.5
"13/3/2020",34.959736400000054,32.050359300000025,0.5833333333333334
"13/3/2020",35.12351290000004,31.65767100000005,0.4166666666666667
"13/3/2020",34.82260800000006,31.89543400000008,0.5
"13/3/2020",34.82260800000006,31.89543400000008,0.5
"13/3/2020",35.22415398800007,31.721989154000028,0.75
"13/3/2020",34.863387000000046,32.19129840000005,5.5
"13/3/2020",35.22485723200003,31.721887122000055,0.75
"13/3/2020",34.892579700000056,32.03371400000003,0.5
"13/3/2020",35.082868000000076,31.249581000000035,4.
"13/3/2020",34.56176700000003,31.676671000000056,1.
"13/3/2020",34.83343610000003,32.08784600000007,4.
"13/3/2020",34.841171200000076,32.079624900000056,0.25
"13/3/2020",34.950506294000036,32.05082261200005,4.5
"13/3/2020",34.786849000000075,32.069962700000076,8.
"13/3/2020",34.81907346600008,31.892120895000065,1.5
"13/3/2020",35.168153000000075,31.865256800000054,1.75
"13/3/2020",34.88712865900004,32.03166706800005,1.1666666666666667
"13/3/2020",35.12351290000004,31.65767100000005,1.5
"13/3/2020",35.10007090000005,31.803140600000063,1.
"13/3/2020",34.87836550000003,32.03053220000004,1.
"13/3/2020",35.156548239000074,31.66406396900004,0.25
"13/3/2020",34.80343419900004,32.09835918700003,1.
"13/3/2020",35.20180440000007,31.767285800000025,0.75
"13/3/2020",34.80409210000005,31.89449630000007,0.16666666666666666
"13/3/2020",34.80409210000005,31.89449630000007,0.16666666666666666
"13/3/2020",34.77868350000006,32.095061600000065,1.5
"13/3/2020",34.80409210000005,31.89449630000007,0.6666666666666666
"13/3/2020",34.80409210000005,31.89449630000007,0.6666666666666666
"13/3/2020",35.24174970000007,32.67781140000005,4.
"13/3/2020",35.22504460000005,31.785654700000062,0.6666666666666666
"13/3/2020",35.30361110000007,32.69333330000006,5.
"13/3/2020",34.836190515000055,32.085918940000056,2.
"13/3/2020",34.76106980000003,31.99084890000006,2.
"13/3/2020",34.77540724900007,32.075418021000075,1.
"13/3/2020",34.840522100000044,32.07838840000005,8.5
"13/3/2020",35.007820200000026,31.900639100000035,0.5
"13/3/2020",34.77615060000005,32.068532600000026,0.5
"13/3/2020",34.84412736000007,32.09115101900005,3.
"13/3/2020",35.055541052000024,32.819408045000046,0.75
"13/3/2020",34.829753872000026,32.098916631000066,1.5
"13/3/2020",34.82972220000005,32.09888890000008,1.5
"13/3/2020",34.88259000000005,32.056020000000046,0.25
"13/3/2020",34.76598000000007,31.61233200000004,0.5
"13/3/2020",34.93653420000004,32.311227200000076,0.5
"13/3/2020",34.77615060000005,32.068532600000026,0.5
"13/3/2020",34.83980830000007,32.077926400000024,3.5
"13/3/2020",34.83018020000003,32.08640010000005,0.3333333333333333
"13/3/2020",34.88897932200007,32.02892632800007,0.3333333333333333
"13/3/2020",35.22004070000003,31.754546300000072,0.25
"13/3/2020",34.82260800000006,31.89543400000008,0.5
"13/3/2020",34.82260800000006,31.89543400000008,0.5
"13/3/2020",34.84077625300006,31.966950600000075,1.5
"13/3/2020",34.854407200000026,32.18548410000005,1.25
"13/3/2020",34.85459960000003,32.18614760000003,1.25
"13/3/2020",34.94139990000008,32.10600320000003,2.
"13/3/2020",34.894924400000036,32.440778900000055,1.
"13/3/2020",35.17398990000004,31.789642300000025,1.
"13/3/2020",34.768459000000064,31.61114800000007,2.5
"13/3/2020",35.24180270000005,32.67568680000005,4.5
"13/3/2020",34.833164500000066,32.08589560000007,3.
"13/3/2020",34.96336000000008,32.04767570000007,1.
"13/3/2020",34.768911600000024,31.983913100000052,1.
"13/3/2020",35.49224677900003,32.969208740000056,14.
"13/3/2020",34.85939390000004,32.282960400000036,1.
"13/3/2020",34.99644633500003,31.90306357700007,0.5833333333333334
"13/3/2020",35.09690430000006,33.00098500000007,0.5
"13/3/2020",35.01518500000003,31.89862720000008,0.3333333333333333
"13/3/2020",35.01487960000003,31.898845900000023,0.5
"13/3/2020",35.01487960000003,31.898845900000023,0.5
"13/3/2020",35.21323650000005,31.75406870000006,0.25
"13/3/2020",35.01463628000005,31.898952586000064,0.5
"13/3/2020",35.01518500000003,31.89862720000008,1.
"13/3/2020",35.01518500000003,31.89862720000008,0.3333333333333333
"13/3/2020",34.829015800000036,32.071606700000075,0.25
"13/3/2020",35.01471520000007,31.899252300000057,0.16666666666666666
"13/3/2020",35.00829500000003,31.900419200000044,0.5
"13/3/2020",35.09822850000006,33.004319000000066,0.25
"13/3/2020",34.96252480000004,31.889382600000033,0.5
"13/3/2020",34.962810500000046,31.889801100000057,0.5
"13/3/2020",34.96252480000004,31.889382600000033,0.5
"13/3/2020",35.161560800000075,31.781886800000052,2.
"13/3/2020",34.83925889300008,32.08127644500007,1.5
"13/3/2020",34.96252480000004,31.889382600000033,0.5
"13/3/2020",35.23272489400006,32.67532723800008,4.
"13/3/2020",35.161560800000075,31.781886800000052,2.
"13/3/2020",34.78117350000008,32.08330010000003,1.
"13/3/2020",34.78117350000008,32.08330010000003,0.25
"13/3/2020",34.89239410000005,32.105837000000065,0.5
"13/3/2020",34.782387235000044,32.086637203000066,2.
"13/3/2020",34.96252480000004,31.889382600000033,0.5
"13/3/2020",34.96252480000004,31.889382600000033,0.5
"13/3/2020",34.86177180000004,32.023076900000035,1.
"13/3/2020",34.58213339500003,31.669481932000053,0.25
"13/3/2020",34.77898700000003,31.81752320000004,0.25
"13/3/2020",34.820347869000045,31.89191064100004,1.
"13/3/2020",35.08444460000004,32.990020800000025,0.3333333333333333
"13/3/2020",34.592558000000054,31.417696000000035,0.25
"13/3/2020",34.78376817000003,31.804549161000068,0.6666666666666666
